1 kaneko 0791 0 22 00 00 BG-01-1610-01-010-A 時 とき 時
1 kaneko 0791 0 47 06 04 BG-02-1525-01-010-A 過ぎ すぎる 過ぎる
2 kaneko 0791 2 47 06 04 BG-02-1600-01-030-A 過ぎ すぎる 過ぎる
3 kaneko 0791 2 47 06 04 BG-02-1900-05-010-A 過ぎ すぎる 過ぎる
1 kaneko 0791 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0791 1 02 00 00 BG-01-5820-07-040-A 冬枯れ ふゆがれ 冬枯れ
1 kaneko 0791 3 02 00 00 BG-01-1624-05-010-A -- ふゆ 冬
1 kaneko 0791 3 02 00 00 BG-02-5820-05-010-A -- かれる 枯れる
1 kaneko 0791 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0791 0 02 00 00 BG-01-5240-14-010-A 野 の 野
1 kaneko 0791 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 0 57 00 00 BG-03-1000-03-010-A あの あの あの
1 kaneko 0791 1 23 00 00 BG-03-1300-01-010-A よう よう よう
1 kaneko 0791 2 23 00 00 BG-03-1140-01-070-A -- よう よう
1 kaneko 0791 0 72 00 00 BG-08-0072-02-010-A に に に
1 kaneko 0791 0 47 06 04 BG-02-5161-03-010-A 燃え もえる 燃える
1 kaneko 0791 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0791 0 55 00 00 BG-04-3110-02-060-A まあ まあ まあ
1 kaneko 0791 0 56 00 00 BG-03-1620-02-020-A 再び ふたたび 再び
2 kaneko 0791 2 56 00 00 BG-03-1650-05-020-A 再び ふたたび 再び
1 kaneko 0791 0 02 00 00 BG-01-5530-01-010-A 芽 め 芽
1 kaneko 0791 0 61 00 00 BG-08-0061-07-010-A の の の
1 kaneko 0791 0 47 06 01 BG-02-1210-01-030-A 出る でる 出る
2 kaneko 0791 2 47 06 01 BG-02-1530-01-010-A 出る でる 出る
3 kaneko 0791 2 47 06 01 BG-02-1540-04-060-A 出る でる 出る
1 kaneko 0791 0 02 00 00 BG-01-1624-02-010-A 春 はる 春
1 kaneko 0791 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0791 1 47 13 01 BG-02-3041-02-010-A 待つ まつ 待つ
1 kaneko 0791 2 47 13 01 BG-02-3510-05-010-A -- まつ 待つ
1 kaneko 0791 0 21 00 00 BG-01-1010-01-020-A こと こと こと
1 kaneko 0791 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0791 0 74 18 01 BG-02-1200-01-010-A ある ある ある
2 kaneko 0791 2 74 18 01 BG-03-1000-07-010-A ある ある ある
1 kaneko 0791 0 64 00 00 BG-08-0064-04-010-A が が が
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 0 02 00 00 BG-01-2000-06-080-A 人 ひと 人
2 kaneko 0791 2 02 00 00 BG-01-2020-01-020-A 人 ひと 人
1 kaneko 0791 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0791 1 47 06 02 BG-02-3680-03-040-A 見捨て みすてる 見捨てる
1 kaneko 0791 3 47 06 02 BG-02-3090-02-010-A -- みる 見る
1 kaneko 0791 3 47 06 02 BG-02-1250-05-010-A -- すてる 棄てる
1 kaneko 0791 0 49 06 04 BG-02-1110-02-020-A られ られる られる
1 kaneko 0791 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0791 0 02 00 00 BG-01-2000-01-300-A 自分 じぶん 自分
2 kaneko 0791 2 02 00 00 BG-01-2010-01-020-A 自分 じぶん 自分
1 kaneko 0791 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0791 0 02 00 00 BG-01-5700-01-040-A 身 み 身
1 kaneko 0791 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 0 57 00 00 BG-03-1000-02-010-A その その その
1 kaneko 0791 1 02 00 00 BG-01-5820-07-040-A 冬枯れ ふゆがれ 冬枯れ
1 kaneko 0791 3 02 00 00 BG-01-1624-05-010-A -- ふゆ 冬
1 kaneko 0791 3 02 00 00 BG-02-5820-05-010-A -- かれる 枯れる
1 kaneko 0791 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0791 0 02 00 00 BG-01-5240-14-010-A 野 の 野
1 kaneko 0791 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0791 0 74 18 01 BG-02-1200-01-010-A ある ある ある
2 kaneko 0791 2 74 18 01 BG-03-1000-07-010-A ある ある ある
1 kaneko 0791 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0791 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0791 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0791 1 47 21 04 BG-02-3060-01-010-A 思い おもう 思う
1 kaneko 0791 2 47 21 04 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0791 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0791 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0791 0 47 03 01 BG-02-3420-01-010-A する する する
1 kaneko 0791 0 74 55 07 BG-09-0050-01-030-A なら だ だ
1 kaneko 0791 1 64 00 00 BG-08-0064-26-010-A ば ば ば
1 kaneko 0791 2 64 00 00 BG-04-1120-05-150-A -- ば ば
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 0 57 00 00 BG-03-1000-01-010-A この この この
1 kaneko 0791 0 02 00 00 BG-01-5720-04-030-A 胸 むね 胸
1 kaneko 0791 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0791 0 22 00 00 BG-01-1720-01-050-A 中 なか 中
2 kaneko 0791 2 22 00 00 BG-01-1770-01-080-A 中 なか 中
1 kaneko 0791 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 1 47 21 04 BG-02-3060-01-010-A 思い おもう 思う
1 kaneko 0791 2 47 21 04 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0791 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0791 0 02 00 00 BG-01-5161-01-010-A 火 ひ 火
1 kaneko 0791 0 61 00 00 BG-08-0061-07-010-A の の の
1 kaneko 0791 0 47 06 04 BG-02-5161-03-010-A 燃え もえる 燃える
1 kaneko 0791 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0791 0 22 00 00 BG-03-1140-02-010-A まま まま まま
1 kaneko 0791 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0791 0 55 00 00 BG-04-3110-02-060-A まあ まあ まあ
1 kaneko 0791 0 17 00 00 BG-01-3040-07-030-A 辛抱 しんぼう 辛抱
1 kaneko 0791 0 47 03 07 BG-02-3420-01-010-A し する する
1 kaneko 0791 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 0 58 00 00 BG-03-1650-05-050-A また また また
2 kaneko 0791 2 58 00 00 BG-04-1110-01-040-A また また また
1 kaneko 0791 0 02 00 00 BG-01-1111-01-090-A もと もと もと
1 kaneko 0791 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0791 0 47 17 01 BG-02-5810-03-010-A かえる かえる かえる
1 kaneko 0791 0 02 00 00 BG-01-1624-01-010-A 時節 じせつ 時節
1 kaneko 0791 0 61 00 00 BG-08-0061-07-010-A の の の
1 kaneko 0791 0 47 17 01 BG-02-1527-01-020-A 来る きたる 来る
1 kaneko 0791 0 21 00 00 BG-07-0010-03-010-A の の の
1 kaneko 0791 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0791 1 47 13 03 BG-02-3041-02-010-A 待と まつ 待つ
1 kaneko 0791 2 47 13 03 BG-02-3510-05-010-A -- まつ 待つ
1 kaneko 0791 0 74 70 01 BG-09-0010-02-010-A う う う
1 kaneko 0791 0 64 00 00 BG-04-1130-01-220-A ものを ものを ものを
2 kaneko 0791 2 64 00 00 BG-08-0064-33-010-A ものを ものを ものを
1 kaneko 0791 0 67 00 00 BG-08-0069-05-010-A サ さ サ
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 0 55 00 00 BG-04-3170-01-030-A 何と なんと 何と
1 kaneko 0791 0 47 21 05 BG-02-3120-01-010-A いっ いう いう
1 kaneko 0791 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0791 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0791 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 0 02 00 00 BG-01-2000-01-300-A 自分 じぶん 自分
2 kaneko 0791 2 02 00 00 BG-01-2010-01-020-A 自分 じぶん 自分
1 kaneko 0791 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0791 1 47 06 04 BG-02-5820-05-110-A 冬枯れ ふゆがれる 冬枯れる
1 kaneko 0791 3 47 06 04 BG-01-1624-05-010-A -- ふゆ 冬
1 kaneko 0791 3 47 06 04 BG-02-5820-05-010-A -- かれる 枯れる
1 kaneko 0791 3 47 06 04 BG-01-5820-07-040-A -- ふゆがれ 冬枯れ
1 kaneko 0791 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0791 0 02 00 00 BG-01-5240-14-010-A 野 の 野
1 kaneko 0791 0 61 00 00 BG-08-0061-04-010-A と と と
1 kaneko 0791 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0791 0 47 21 05 BG-02-1120-02-010-A ちがっ ちがう ちがう
1 kaneko 0791 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0791 0 02 00 00 BG-01-5700-01-050-A 生身 なまみ 生身
1 kaneko 0791 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0791 0 74 18 01 BG-02-1200-01-010-A ある ある ある
2 kaneko 0791 2 74 18 01 BG-03-1000-07-010-A ある ある ある
1 kaneko 0791 0 64 00 00 BG-08-0064-02-010-A から から から
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 1 47 21 04 BG-02-3060-01-010-A 思い おもう 思う
1 kaneko 0791 2 47 21 04 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0791 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0791 0 02 00 00 BG-01-5161-01-010-A 火 ひ 火
1 kaneko 0791 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0791 1 47 14 04 BG-02-3020-03-150-A 焦れ死に こがれしぬ 焦れ死ぬ
1 kaneko 0791 3 47 14 04 BG-02-3020-03-020-A -- こがれる こがれる
1 kaneko 0791 3 47 14 04 BG-02-5820-01-010-A -- しぬ 死ぬ
