1 kaneko 0710 0 16 00 00 BG-01-1641-03-060-A 今夜 こんや 今夜
1 kaneko 0710 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0710 0 51 51 07 BG-03-1200-05-040-A 珍しく めずらしい 珍しい
1 kaneko 0710 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0710 0 02 00 00 BG-01-1700-02-100-A 何処 いずこ 何処
1 kaneko 0710 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0710 0 02 00 00 BG-01-2540-04-080-A 里 さと 里
1 kaneko 0710 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0710 1 02 00 00 BG-01-1635-05-330-A 一夜 いちや 一夜
1 kaneko 0710 3 02 00 00 BG-01-1950-01-030-A -- いち 一
1 kaneko 0710 3 02 00 00 BG-01-1635-05-040-A -- よる 夜
1 kaneko 0710 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0710 0 47 12 04 BG-02-1300-06-020-A 欠かし かかす 欠かす
1 kaneko 0710 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0710 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0710 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0710 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0710 0 47 02 04 BG-02-1527-01-010-A 来 くる 来る
1 kaneko 0710 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0710 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0710 0 57 00 00 BG-03-1000-01-010-A この この この
1 kaneko 0710 0 02 00 00 BG-01-5620-02-190-A 時鳥 ほととぎす 時鳥
1 kaneko 0710 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0710 0 47 12 02 BG-02-1521-01-060-A そらさ そらす そらす
2 kaneko 0710 2 47 12 02 BG-02-1700-05-030-A そらさ そらす そらす
1 kaneko 0710 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0710 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0710 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0710 0 02 00 00 BG-01-5710-05-010-A 顔 かお 顔
1 kaneko 0710 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0710 0 47 03 07 BG-02-3420-01-010-A し する する
1 kaneko 0710 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0710 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0710 0 55 00 00 BG-03-1980-02-060-A 只 ただ 只
1 kaneko 0710 0 14 00 00 BG-01-1700-02-010-A ここ ここ ここ
1 kaneko 0710 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0710 0 67 00 00 BG-08-0069-05-010-A サ さ サ
1 kaneko 0710 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0710 0 47 06 01 BG-02-1513-04-030-A 寝る ねる 寝る
2 kaneko 0710 2 47 06 01 BG-02-3000-11-010-A 寝る ねる 寝る
3 kaneko 0710 2 47 06 01 BG-02-3330-02-050-A 寝る ねる 寝る
4 kaneko 0710 2 47 06 01 BG-02-3391-02-120-A 寝る ねる 寝る
1 kaneko 0710 0 02 00 00 BG-01-3045-03-070-A 積り つもり 積り
1 kaneko 0710 0 61 00 00 BG-08-0061-03-010-A で で で
1 kaneko 0710 0 47 17 06 BG-02-3330-09-010-A 泊っ とまる 泊る
1 kaneko 0710 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0710 1 23 00 00 BG-03-1300-01-010-A よう よう よう
1 kaneko 0710 2 23 00 00 BG-03-1140-01-070-A -- よう よう
1 kaneko 0710 0 74 55 06 BG-09-0050-01-030-A な だ だ
1 kaneko 0710 0 02 00 00 BG-01-3031-01-010-A 声 こえ 声
1 kaneko 0710 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0710 0 47 03 01 BG-02-3420-01-010-A する する する
1 kaneko 0710 0 21 00 00 BG-01-1010-01-020-A こと こと こと
1 kaneko 0710 0 69 00 00 BG-08-0069-30-010-A よ よ よ
2 kaneko 0710 2 69 00 00 BG-08-0073-07-010-A よ よ よ
1 kaneko 0710 0 78 00 00 BG-16-0078-01-010-A 。 。 。
1 kaneko 0710 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0710 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0710 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0710 0 47 21 01 BG-02-3120-01-010-A いう いう いう
1 kaneko 0710 0 64 00 00 BG-08-0064-04-010-A が が が
1 kaneko 0710 0 02 00 00 BG-01-1750-05-060-A 表面 ひょうめん 表面
1 kaneko 0710 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0710 0 02 00 00 BG-01-3045-01-010-A 意 い 意
1 kaneko 0710 0 61 00 00 BG-08-0061-03-010-A で で で
1 kaneko 0710 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0710 0 55 00 00 BG-03-1600-02-050-A 絶えず たえず 絶えず
1 kaneko 0710 0 47 21 01 BG-02-1525-07-010-A 通う かよう 通う
1 kaneko 0710 0 74 51 01 BG-09-0010-02-040-A らしい らしい らしい
1 kaneko 0710 0 14 00 00 BG-01-2000-06-010-A 誰 だれ 誰
1 kaneko 0710 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0710 0 02 00 00 BG-01-2540-04-080-A 里 さと 里
1 kaneko 0710 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0710 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0710 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0710 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0710 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0710 0 51 51 07 BG-03-1200-05-040-A めずらしく めずらしい めずらしい
1 kaneko 0710 0 16 00 00 BG-01-1641-03-060-A 今宵 こよい 今宵
1 kaneko 0710 1 17 00 00 BG-01-3521-04-140-A 夜離れ よがれ 夜離れ
1 kaneko 0710 3 17 00 00 BG-01-1635-05-050-A -- よ 夜
1 kaneko 0710 3 17 00 00 BG-02-1561-02-010-A -- はなれる 離れる
1 kaneko 0710 0 47 03 07 BG-02-3420-01-010-A し する する
1 kaneko 0710 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0710 0 48 02 04 BG-02-1527-01-010-A 来 くる 来る
1 kaneko 0710 0 64 00 00 BG-08-0064-22-010-A ながら ながら ながら
1 kaneko 0710 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0710 0 02 00 00 BG-01-1770-01-050-A 外 そと 外
1 kaneko 0710 0 47 06 04 BG-02-5830-03-050-A へ へる へる
1 kaneko 0710 0 66 00 00 BG-08-0066-15-010-A など など など
1 kaneko 0710 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0710 0 55 00 00 BG-03-1200-03-060-A 一向 いっこう 一向
1 kaneko 0710 0 47 21 02 BG-02-1525-07-010-A 通わ かよう 通う
1 kaneko 0710 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0710 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0710 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0710 0 02 00 00 BG-01-5151-01-010-A 風 かぜ 風
1 kaneko 0710 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0710 0 47 03 07 BG-02-3420-01-010-A し する する
1 kaneko 0710 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0710 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0710 0 55 00 00 BG-03-1980-02-060-A 只 ただ 只
1 kaneko 0710 0 14 00 00 BG-01-2000-01-020-A 私 わたし 私
1 kaneko 0710 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0710 0 02 00 00 BG-01-1700-04-140-A 許 がり 許
1 kaneko 0710 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0710 0 16 00 00 BG-01-1990-06-030-A ばかり ばかり ばかり
1 kaneko 0710 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0710 0 67 00 00 BG-08-0069-05-010-A サ さ サ
1 kaneko 0710 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0710 0 47 17 06 BG-02-3330-09-010-A 泊っ とまる 泊る
1 kaneko 0710 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0710 0 48 06 01 BG-02-1200-02-010-A いる いる いる
1 kaneko 0710 1 23 00 00 BG-03-1300-01-010-A よう よう よう
1 kaneko 0710 2 23 00 00 BG-03-1140-01-070-A -- よう よう
1 kaneko 0710 0 74 55 06 BG-09-0050-01-030-A な だ だ
1 kaneko 0710 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0710 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0710 0 47 21 01 BG-02-3120-01-010-A いう いう いう
1 kaneko 0710 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0710 0 69 00 00 BG-08-0069-30-010-A よ よ よ
2 kaneko 0710 2 69 00 00 BG-08-0073-07-010-A よ よ よ
1 kaneko 0710 0 78 00 00 BG-16-0078-01-010-A 。 。 。
1 kaneko 0710 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0710 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0710 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0710 0 47 21 01 BG-02-3120-01-010-A いう いう いう
1 kaneko 0710 0 64 00 00 BG-08-0064-04-010-A が が が
1 kaneko 0710 0 02 00 00 BG-01-1750-05-070-A 裏面 りめん 裏面
1 kaneko 0710 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0710 0 02 00 00 BG-01-3045-01-010-A 意 い 意
1 kaneko 0710 0 78 00 00 BG-16-0078-01-010-A 。 。 。
