1 kaneko 0377 0 14 00 00 BG-01-2000-06-030-A どなた どなた どなた
1 kaneko 0377 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0377 0 51 51 01 BG-03-3020-10-020-A 頼もしい たのもしい 頼もしい
1 kaneko 0377 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0377 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0377 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0377 0 51 51 07 BG-03-3020-10-020-A 頼もしく たのもしい 頼もしい
1 kaneko 0377 1 74 52 01 BG-09-0010-01-050-A ない ない ない
1 kaneko 0377 2 74 52 01 BG-03-1200-02-010-A -- ない ない
1 kaneko 0377 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0377 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0377 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0377 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0377 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0377 0 14 00 00 BG-01-1000-01-050-A それ それ それ
1 kaneko 0377 0 68 00 00 BG-08-0068-07-010-A や や や
1 kaneko 0377 0 16 00 00 BG-01-1641-01-010-A 今 いま 今
1 kaneko 0377 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0377 0 47 17 05 BG-02-3060-07-011-A わかり わかる わかる
2 kaneko 0377 2 47 17 05 BG-02-3060-09-010-A わかり わかる わかる
1 kaneko 0377 0 74 58 02 BG-09-0030-03-030-A ませ ます ます
1 kaneko 0377 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0377 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0377 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0377 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0377 0 14 00 00 BG-01-2000-01-020-A 私 わたし 私
1 kaneko 0377 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0377 0 14 00 00 BG-01-1730-03-030-A あなた あなた あなた
2 kaneko 0377 2 14 00 00 BG-01-1731-02-030-A あなた あなた あなた
