1 kaneko 0850 0 02 00 00 BG-01-5520-20-100-A 桜 さくら 桜
1 kaneko 0850 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0850 0 02 00 00 BG-01-5530-12-010-A 花 はな 花
1 kaneko 0850 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0850 0 51 50 07 BG-03-5060-05-020-A もろく もろい もろい
1 kaneko 0850 0 47 17 01 BG-02-1552-01-010-A 散る ちる 散る
1 kaneko 0850 0 51 50 01 BG-03-1200-05-030-A はかない はかない はかない
1 kaneko 0850 0 02 00 00 BG-01-4000-01-080-A 物 もの 物
1 kaneko 0850 0 74 55 01 BG-09-0050-01-030-A だ だ だ
1 kaneko 0850 0 64 00 00 BG-08-0064-04-010-A が が が
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 0 16 00 00 BG-01-1641-01-010-A 今 いま 今
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 0 57 00 00 BG-03-1000-02-010-A その その その
1 kaneko 0850 0 02 00 00 BG-01-5530-12-010-A 花 はな 花
1 kaneko 0850 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0850 0 47 08 01 BG-02-5810-10-020-A 咲く さく 咲く
1 kaneko 0850 0 02 00 00 BG-01-1612-01-060-A 時分 じぶん 時分
1 kaneko 0850 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 0 14 00 00 BG-01-1000-01-050-A それ それ それ
1 kaneko 0850 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0850 0 47 06 04 BG-02-3810-02-010-A 植え うえる 植える
1 kaneko 0850 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0850 0 02 00 00 BG-01-2000-06-080-A 人 ひと 人
2 kaneko 0850 2 02 00 00 BG-01-2020-01-020-A 人 ひと 人
1 kaneko 0850 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0850 0 67 00 00 BG-08-0069-05-010-A サ さ サ
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 1 55 00 00 BG-03-1650-07-150-A 一足先に ひとあしさきに 一足先に
1 kaneko 0850 3 55 00 00 BG-01-3392-02-140-A -- ひとあし 一足
1 kaneko 0850 3 55 00 00 BG-03-1650-10-110-A -- さきに 先に
1 kaneko 0850 0 51 50 07 BG-03-1200-05-030-A はかなく はかない はかない
1 kaneko 0850 0 47 17 06 BG-02-1220-01-030-A なっ なる なる
1 kaneko 0850 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0850 0 48 21 05 BG-02-1502-02-040-A しまっ しまう しまう
2 kaneko 0850 2 48 21 05 BG-09-0010-03-050-A しまっ しまう しまう
1 kaneko 0850 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0850 0 69 00 00 BG-08-0069-32-010-A わ わ わ
1 kaneko 0850 0 69 00 00 BG-08-0069-02-020-A い い い
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 0 56 00 00 BG-01-1670-02-010-A かねて かねて かねて
1 kaneko 0850 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0850 0 02 00 00 BG-01-5530-12-010-A 花 はな 花
1 kaneko 0850 0 68 00 00 BG-08-0068-04-010-A と と と
1 kaneko 0850 0 02 00 00 BG-01-2000-06-080-A 人 ひと 人
2 kaneko 0850 2 02 00 00 BG-01-2020-01-020-A 人 ひと 人
1 kaneko 0850 0 61 00 00 BG-08-0061-04-010-A と と と
1 kaneko 0850 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 0 14 00 00 BG-01-1000-01-100-A どちら どちら どちら
2 kaneko 0850 2 14 00 00 BG-01-1730-03-050-A どちら どちら どちら
1 kaneko 0850 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0850 0 02 00 00 BG-01-1642-01-270-A 先 さき 先
2 kaneko 0850 2 02 00 00 BG-01-1643-01-060-A 先 さき 先
3 kaneko 0850 2 02 00 00 BG-01-1650-03-010-A 先 さき 先
4 kaneko 0850 2 02 00 00 BG-01-1700-05-090-A 先 さき 先
5 kaneko 0850 2 02 00 00 BG-01-1760-08-010-A 先 さき 先
1 kaneko 0850 0 61 00 00 BG-08-0061-08-010-A へ へ へ
1 kaneko 0850 0 02 00 00 BG-01-2200-02-050-A 仇 あだ 仇
1 kaneko 0850 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0850 0 47 17 06 BG-02-1220-01-030-A なっ なる なる
1 kaneko 0850 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 1 47 06 03 BG-02-3020-03-030-A 恋い焦れよ こいこがれる 恋い焦れる
1 kaneko 0850 3 47 06 03 BG-02-3060-03-070-A -- こいする 恋する
1 kaneko 0850 3 47 06 03 BG-02-3020-03-020-A -- こがれる こがれる
1 kaneko 0850 0 74 70 01 BG-09-0010-02-010-A う う う
1 kaneko 0850 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0850 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0850 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0850 0 67 00 00 BG-08-0069-05-010-A サ さ サ
